year,scientific_name,functional_group,Landed value (tonnes)
1950,Miscellaneous aquatic invertebrates,Other demersal invertebrates,70.6401
1950,Elasmobranchii,Large sharks (>=90 cm),282.5604
1950,Bivalvia,Other demersal invertebrates,282.5604
1950,Pteriomorphia,Other demersal invertebrates,253.5456
1950,Scombroidea,Large pelagics (>=90 cm),1059.6015
1950,Mugilidae,Medium reef assoc. fish (30 - 89 cm),0.210443182
1950,Soleidae,Small to medium flatfishes (<90 cm),70.6401
1950,Palinuridae,"Lobsters, crabs",1059.6015
1950,Epinephelus,Medium reef assoc. fish (30 - 89 cm),565.1208
1950,Epinephelus,Medium reef assoc. fish (30 - 89 cm),0.016835455
1950,Pagellus,Medium benthopelagics (30 - 89 cm),70.6401
1950,Torpedo,Small to medium rays (<90 cm),0.042088636
1950,Loligo,Cephalopods,70.6401
1950,Sepia,Cephalopods,353.2005
1950,Donax,Other demersal invertebrates,36.2208
1950,Dicentrarchus labrax,Large demersals (>=90 cm),70.6401
1950,Dicentrarchus labrax,Large demersals (>=90 cm),4.050610364
1950,Conger conger,Large demersals (>=90 cm),706.401
1950,Conger conger,Large demersals (>=90 cm),0.028752316
1950,Pomatomus saltatrix,Large pelagics (>=90 cm),0.828304364
1950,Dicentrarchus punctatus,Medium pelagics (30 - 89 cm),1.397342727
1950,Argyrosomus regius,Large benthopelagics (>=90 cm),70.6401
1950,Argyrosomus regius,Large benthopelagics (>=90 cm),6.886658219
1950,Lichia amia,Large pelagics (>=90 cm),0.005083647
1950,Seriola dumerili,Large reef assoc. fish (>=90 cm),0.129633
1950,Sparus aurata,Medium demersals (30 - 89 cm),3.34397517
1950,Mullus surmuletus,Medium demersals (30 - 89 cm),988.9614
1950,Sciaena umbra,Medium demersals (30 - 89 cm),0.007625471
1950,Muraena helena,Large reef assoc. fish (>=90 cm),0.038837083
1950,Chelon auratus,Medium pelagics (30 - 89 cm),0.0462975
1950,Diplodus puntazzo,Medium benthopelagics (30 - 89 cm),0.037879773
1950,Diplodus vulgaris,Medium benthopelagics (30 - 89 cm),70.6401
1950,Diplodus vulgaris,Medium benthopelagics (30 - 89 cm),21.41631571
1950,Pagrus pagrus,Medium benthopelagics (30 - 89 cm),0.064314737
1950,Balistes capriscus,Medium benthopelagics (30 - 89 cm),0.221402733
1950,Chamelea gallina,Other demersal invertebrates,615.7536
1950,Callista chione,Other demersal invertebrates,380.3184
1950,Acanthocardia tuberculata,Other demersal invertebrates,507.0912
1951,Miscellaneous aquatic invertebrates,Other demersal invertebrates,70.185258
1951,Elasmobranchii,Large sharks (>=90 cm),280.741032
1951,Bivalvia,Other demersal invertebrates,280.741032
1951,Pteriomorphia,Other demersal invertebrates,252.137004
1951,Scombroidea,Large pelagics (>=90 cm),1052.77887
1951,Mugilidae,Medium reef assoc. fish (30 - 89 cm),0.210443182
1951,Soleidae,Small to medium flatfishes (<90 cm),70.185258
1951,Palinuridae,"Lobsters, crabs",1052.77887
1951,Epinephelus,Medium reef assoc. fish (30 - 89 cm),561.482064
1951,Epinephelus,Medium reef assoc. fish (30 - 89 cm),0.016835455
1951,Pagellus,Medium benthopelagics (30 - 89 cm),70.185258
1951,Torpedo,Small to medium rays (<90 cm),0.042088636
1951,Loligo,Cephalopods,70.185258
1951,Sepia,Cephalopods,350.92629
1951,Donax,Other demersal invertebrates,36.019572
1951,Dicentrarchus labrax,Large demersals (>=90 cm),70.185258
1951,Dicentrarchus labrax,Large demersals (>=90 cm),4.050610364
1951,Conger conger,Large demersals (>=90 cm),701.85258
1951,Conger conger,Large demersals (>=90 cm),0.028752316
1951,Pomatomus saltatrix,Large pelagics (>=90 cm),0.828304364
1951,Dicentrarchus punctatus,Medium pelagics (30 - 89 cm),1.397342727
1951,Argyrosomus regius,Large benthopelagics (>=90 cm),70.185258
1951,Argyrosomus regius,Large benthopelagics (>=90 cm),6.886658219
1951,Lichia amia,Large pelagics (>=90 cm),0.005083647
1951,Seriola dumerili,Large reef assoc. fish (>=90 cm),0.129633
1951,Sparus aurata,Medium demersals (30 - 89 cm),3.34397517
1951,Mullus surmuletus,Medium demersals (30 - 89 cm),982.593612
1951,Sciaena umbra,Medium demersals (30 - 89 cm),0.007625471
1951,Muraena helena,Large reef assoc. fish (>=90 cm),0.038837083
1951,Chelon auratus,Medium pelagics (30 - 89 cm),0.0462975
1951,Diplodus puntazzo,Medium benthopelagics (30 - 89 cm),0.037879773
1951,Diplodus vulgaris,Medium benthopelagics (30 - 89 cm),70.185258
1951,Diplodus vulgaris,Medium benthopelagics (30 - 89 cm),21.41631571
1951,Pagrus pagrus,Medium benthopelagics (30 - 89 cm),0.064314737
1951,Balistes capriscus,Medium benthopelagics (30 - 89 cm),0.221402733
1951,Chamelea gallina,Other demersal invertebrates,612.332724
1951,Callista chione,Other demersal invertebrates,378.205506
1951,Acanthocardia tuberculata,Other demersal invertebrates,504.274008
1952,Miscellaneous aquatic invertebrates,Other demersal invertebrates,69.729516
1952,Elasmobranchii,Large sharks (>=90 cm),278.918064
1952,Bivalvia,Other demersal invertebrates,278.918064
1952,Pteriomorphia,Other demersal invertebrates,250.728408
1952,Scombroidea,Large pelagics (>=90 cm),1045.94274
1952,Mugilidae,Medium reef assoc. fish (30 - 89 cm),0.420886364
1952,Soleidae,Small to medium flatfishes (<90 cm),69.729516
1952,Palinuridae,"Lobsters, crabs",1045.94274
1952,Epinephelus,Medium reef assoc. fish (30 - 89 cm),557.836128
1952,Epinephelus,Medium reef assoc. fish (30 - 89 cm),0.033670909
1952,Pagellus,Medium benthopelagics (30 - 89 cm),69.729516
1952,Torpedo,Small to medium rays (<90 cm),0.084177273
1952,Loligo,Cephalopods,69.729516
1952,Sepia,Cephalopods,348.64758
1952,Donax,Other demersal invertebrates,35.818344
1952,Dicentrarchus labrax,Large demersals (>=90 cm),69.729516
1952,Dicentrarchus labrax,Large demersals (>=90 cm),8.101220727
1952,Conger conger,Large demersals (>=90 cm),697.29516
1952,Conger conger,Large demersals (>=90 cm),0.057504631
1952,Pomatomus saltatrix,Large pelagics (>=90 cm),1.656608727
1952,Dicentrarchus punctatus,Medium pelagics (30 - 89 cm),2.794685455
1952,Argyrosomus regius,Large benthopelagics (>=90 cm),69.729516
1952,Argyrosomus regius,Large benthopelagics (>=90 cm),13.77331644
1952,Lichia amia,Large pelagics (>=90 cm),0.010167294
1952,Seriola dumerili,Large reef assoc. fish (>=90 cm),0.259266
1952,Sparus aurata,Medium demersals (30 - 89 cm),6.68795034
1952,Mullus surmuletus,Medium demersals (30 - 89 cm),976.213224
1952,Sciaena umbra,Medium demersals (30 - 89 cm),0.015250941
1952,Muraena helena,Large reef assoc. fish (>=90 cm),0.077674166
1952,Chelon auratus,Medium pelagics (30 - 89 cm),0.092595
1952,Diplodus puntazzo,Medium benthopelagics (30 - 89 cm),0.075759546
1952,Diplodus vulgaris,Medium benthopelagics (30 - 89 cm),69.729516
1952,Diplodus vulgaris,Medium benthopelagics (30 - 89 cm),42.83263141
1952,Pagrus pagrus,Medium benthopelagics (30 - 89 cm),0.128629475
1952,Balistes capriscus,Medium benthopelagics (30 - 89 cm),0.442805465
1952,Chamelea gallina,Other demersal invertebrates,608.911848
1952,Callista chione,Other demersal invertebrates,376.092612
1952,Acanthocardia tuberculata,Other demersal invertebrates,501.456816
1953,Miscellaneous aquatic invertebrates,Other demersal invertebrates,69.273774
1953,Elasmobranchii,Large sharks (>=90 cm),277.095096
1953,Bivalvia,Other demersal invertebrates,277.095096
1953,Pteriomorphia,Other demersal invertebrates,249.319812
1953,Scombroidea,Large pelagics (>=90 cm),1039.10661
1953,Mugilidae,Medium reef assoc. fish (30 - 89 cm),0.631329546
1953,Soleidae,Small to medium flatfishes (<90 cm),69.273774
1953,Palinuridae,"Lobsters, crabs",1039.10661
1953,Epinephelus,Medium reef assoc. fish (30 - 89 cm),554.190192
1953,Epinephelus,Medium reef assoc. fish (30 - 89 cm),0.050506364
1953,Pagellus,Medium benthopelagics (30 - 89 cm),69.273774
1953,Torpedo,Small to medium rays (<90 cm),0.126265909
1953,Loligo,Cephalopods,69.273774
1953,Sepia,Cephalopods,346.36887
1953,Donax,Other demersal invertebrates,35.617116
1953,Dicentrarchus labrax,Large demersals (>=90 cm),69.273774
1953,Dicentrarchus labrax,Large demersals (>=90 cm),12.15183109
1953,Conger conger,Large demersals (>=90 cm),692.73774
1953,Conger conger,Large demersals (>=90 cm),0.086256947
1953,Pomatomus saltatrix,Large pelagics (>=90 cm),2.484913091
1953,Dicentrarchus punctatus,Medium pelagics (30 - 89 cm),4.192028182
1953,Argyrosomus regius,Large benthopelagics (>=90 cm),69.273774
1953,Argyrosomus regius,Large benthopelagics (>=90 cm),20.65997466
1953,Lichia amia,Large pelagics (>=90 cm),0.015250941
1953,Seriola dumerili,Large reef assoc. fish (>=90 cm),0.388899
1953,Sparus aurata,Medium demersals (30 - 89 cm),10.03192551
1953,Mullus surmuletus,Medium demersals (30 - 89 cm),969.832836
1953,Sciaena umbra,Medium demersals (30 - 89 cm),0.022876412
1953,Muraena helena,Large reef assoc. fish (>=90 cm),0.116511249
1953,Chelon auratus,Medium pelagics (30 - 89 cm),0.1388925
1953,Diplodus puntazzo,Medium benthopelagics (30 - 89 cm),0.113639318
1953,Diplodus vulgaris,Medium benthopelagics (30 - 89 cm),69.273774
1953,Diplodus vulgaris,Medium benthopelagics (30 - 89 cm),64.24894712
1953,Pagrus pagrus,Medium benthopelagics (30 - 89 cm),0.192944212
1953,Balistes capriscus,Medium benthopelagics (30 - 89 cm),0.664208198
1953,Chamelea gallina,Other demersal invertebrates,605.490972
1953,Callista chione,Other demersal invertebrates,373.979718
1953,Acanthocardia tuberculata,Other demersal invertebrates,498.639624
1954,Miscellaneous aquatic invertebrates,Other demersal invertebrates,68.818032
1954,Elasmobranchii,Large sharks (>=90 cm),275.272128
1954,Bivalvia,Other demersal invertebrates,275.272128
1954,Pteriomorphia,Other demersal invertebrates,247.911216
1954,Scombroidea,Large pelagics (>=90 cm),1032.27048
1954,Mugilidae,Medium reef assoc. fish (30 - 89 cm),0.841772727
1954,Soleidae,Small to medium flatfishes (<90 cm),68.818032
1954,Palinuridae,"Lobsters, crabs",1032.27048
1954,Epinephelus,Medium reef assoc. fish (30 - 89 cm),550.544256
1954,Epinephelus,Medium reef assoc. fish (30 - 89 cm),0.067341818
1954,Pagellus,Medium benthopelagics (30 - 89 cm),68.818032
1954,Torpedo,Small to medium rays (<90 cm),0.168354546
1954,Loligo,Cephalopods,68.818032
1954,Sepia,Cephalopods,344.09016
1954,Donax,Other demersal invertebrates,35.415888
1954,Dicentrarchus labrax,Large demersals (>=90 cm),68.818032
1954,Dicentrarchus labrax,Large demersals (>=90 cm),16.20244145
1954,Conger conger,Large demersals (>=90 cm),688.18032
1954,Conger conger,Large demersals (>=90 cm),0.115009262
1954,Pomatomus saltatrix,Large pelagics (>=90 cm),3.313217455
1954,Dicentrarchus punctatus,Medium pelagics (30 - 89 cm),5.589370909
1954,Argyrosomus regius,Large benthopelagics (>=90 cm),68.818032
1954,Argyrosomus regius,Large benthopelagics (>=90 cm),27.54663288
1954,Lichia amia,Large pelagics (>=90 cm),0.020334588
1954,Seriola dumerili,Large reef assoc. fish (>=90 cm),0.518532
1954,Sparus aurata,Medium demersals (30 - 89 cm),13.37590068
1954,Mullus surmuletus,Medium demersals (30 - 89 cm),963.452448
1954,Sciaena umbra,Medium demersals (30 - 89 cm),0.030501882
1954,Muraena helena,Large reef assoc. fish (>=90 cm),0.155348332
1954,Chelon auratus,Medium pelagics (30 - 89 cm),0.18519
1954,Diplodus puntazzo,Medium benthopelagics (30 - 89 cm),0.151519091
1954,Diplodus vulgaris,Medium benthopelagics (30 - 89 cm),68.818032
1954,Diplodus vulgaris,Medium benthopelagics (30 - 89 cm),85.66526282
1954,Pagrus pagrus,Medium benthopelagics (30 - 89 cm),0.25725895
1954,Balistes capriscus,Medium benthopelagics (30 - 89 cm),0.885610931
1954,Chamelea gallina,Other demersal invertebrates,602.070096
1954,Callista chione,Other demersal invertebrates,371.866824
1954,Acanthocardia tuberculata,Other demersal invertebrates,495.822432
1955,Miscellaneous aquatic invertebrates,Other demersal invertebrates,68.36229
1955,Elasmobranchii,Large sharks (>=90 cm),273.44916
1955,Bivalvia,Other demersal invertebrates,273.44916
1955,Pteriomorphia,Other demersal invertebrates,246.50262
1955,Scombroidea,Large pelagics (>=90 cm),1025.43435
1955,Mugilidae,Medium reef assoc. fish (30 - 89 cm),1.052215909
1955,Soleidae,Small to medium flatfishes (<90 cm),68.36229
1955,Palinuridae,"Lobsters, crabs",1025.43435
1955,Epinephelus,Medium reef assoc. fish (30 - 89 cm),546.89832
1955,Epinephelus,Medium reef assoc. fish (30 - 89 cm),0.084177273
1955,Pagellus,Medium benthopelagics (30 - 89 cm),68.36229
1955,Torpedo,Small to medium rays (<90 cm),0.210443182
1955,Loligo,Cephalopods,68.36229
1955,Sepia,Cephalopods,341.81145
1955,Donax,Other demersal invertebrates,35.21466
1955,Dicentrarchus labrax,Large demersals (>=90 cm),68.36229
1955,Dicentrarchus labrax,Large demersals (>=90 cm),20.25305182
1955,Conger conger,Large demersals (>=90 cm),683.6229
1955,Conger conger,Large demersals (>=90 cm),0.143761578
1955,Pomatomus saltatrix,Large pelagics (>=90 cm),4.141521818
1955,Dicentrarchus punctatus,Medium pelagics (30 - 89 cm),6.986713636
1955,Argyrosomus regius,Large benthopelagics (>=90 cm),68.36229
1955,Argyrosomus regius,Large benthopelagics (>=90 cm),34.4332911
1955,Lichia amia,Large pelagics (>=90 cm),0.025418235
1955,Seriola dumerili,Large reef assoc. fish (>=90 cm),0.648165
1955,Sparus aurata,Medium demersals (30 - 89 cm),16.71987585
1955,Mullus surmuletus,Medium demersals (30 - 89 cm),957.07206
1955,Sciaena umbra,Medium demersals (30 - 89 cm),0.038127353
1955,Muraena helena,Large reef assoc. fish (>=90 cm),0.194185414
1955,Chelon auratus,Medium pelagics (30 - 89 cm),0.2314875
1955,Diplodus puntazzo,Medium benthopelagics (30 - 89 cm),0.189398864
1955,Diplodus vulgaris,Medium benthopelagics (30 - 89 cm),68.36229
1955,Diplodus vulgaris,Medium benthopelagics (30 - 89 cm),107.0815785
1955,Pagrus pagrus,Medium benthopelagics (30 - 89 cm),0.321573687
1955,Balistes capriscus,Medium benthopelagics (30 - 89 cm),1.107013663
1955,Chamelea gallina,Other demersal invertebrates,598.64922
1955,Callista chione,Other demersal invertebrates,369.75393
1955,Acanthocardia tuberculata,Other demersal invertebrates,493.00524
1956,Miscellaneous aquatic invertebrates,Other demersal invertebrates,67.906548
1956,Elasmobranchii,Large sharks (>=90 cm),271.626192
1956,Bivalvia,Other demersal invertebrates,271.626192
1956,Pteriomorphia,Other demersal invertebrates,245.094024
1956,Scombroidea,Large pelagics (>=90 cm),1018.59822
1956,Mugilidae,Medium reef assoc. fish (30 - 89 cm),1.262659091
1956,Soleidae,Small to medium flatfishes (<90 cm),67.906548
1956,Palinuridae,"Lobsters, crabs",1018.59822
1956,Epinephelus,Medium reef assoc. fish (30 - 89 cm),543.252384
1956,Epinephelus,Medium reef assoc. fish (30 - 89 cm),0.101012727
1956,Pagellus,Medium benthopelagics (30 - 89 cm),67.906548
1956,Torpedo,Small to medium rays (<90 cm),0.252531818
1956,Loligo,Cephalopods,67.906548
1956,Sepia,Cephalopods,339.53274
1956,Donax,Other demersal invertebrates,35.013432
1956,Dicentrarchus labrax,Large demersals (>=90 cm),67.906548
1956,Dicentrarchus labrax,Large demersals (>=90 cm),24.30366218
1956,Conger conger,Large demersals (>=90 cm),679.06548
1956,Conger conger,Large demersals (>=90 cm),0.172513893
1956,Pomatomus saltatrix,Large pelagics (>=90 cm),4.969826182
1956,Dicentrarchus punctatus,Medium pelagics (30 - 89 cm),8.384056364
1956,Argyrosomus regius,Large benthopelagics (>=90 cm),67.906548
1956,Argyrosomus regius,Large benthopelagics (>=90 cm),41.31994932
1956,Lichia amia,Large pelagics (>=90 cm),0.030501882
1956,Seriola dumerili,Large reef assoc. fish (>=90 cm),0.777798
1956,Sparus aurata,Medium demersals (30 - 89 cm),20.06385102
1956,Mullus surmuletus,Medium demersals (30 - 89 cm),950.691672
1956,Sciaena umbra,Medium demersals (30 - 89 cm),0.045752824
1956,Muraena helena,Large reef assoc. fish (>=90 cm),0.233022497
1956,Chelon auratus,Medium pelagics (30 - 89 cm),0.277785
1956,Diplodus puntazzo,Medium benthopelagics (30 - 89 cm),0.227278636
1956,Diplodus vulgaris,Medium benthopelagics (30 - 89 cm),67.906548
1956,Diplodus vulgaris,Medium benthopelagics (30 - 89 cm),128.4978942
1956,Pagrus pagrus,Medium benthopelagics (30 - 89 cm),0.385888425
1956,Balistes capriscus,Medium benthopelagics (30 - 89 cm),1.328416396
1956,Chamelea gallina,Other demersal invertebrates,595.228344
1956,Callista chione,Other demersal invertebrates,367.641036
1956,Acanthocardia tuberculata,Other demersal invertebrates,490.188048
1957,Miscellaneous aquatic invertebrates,Other demersal invertebrates,67.450806
1957,Elasmobranchii,Large sharks (>=90 cm),269.803224
1957,Bivalvia,Other demersal invertebrates,269.803224
1957,Pteriomorphia,Other demersal invertebrates,243.685428
1957,Scombroidea,Large pelagics (>=90 cm),1011.76209
1957,Mugilidae,Medium reef assoc. fish (30 - 89 cm),1.473102273
1957,Soleidae,Small to medium flatfishes (<90 cm),67.450806
1957,Palinuridae,"Lobsters, crabs",1011.76209
1957,Epinephelus,Medium reef assoc. fish (30 - 89 cm),539.606448
1957,Epinephelus,Medium reef assoc. fish (30 - 89 cm),0.117848182
1957,Pagellus,Medium benthopelagics (30 - 89 cm),67.450806
1957,Torpedo,Small to medium rays (<90 cm),0.294620455
1957,Loligo,Cephalopods,67.450806
1957,Sepia,Cephalopods,337.25403
1957,Donax,Other demersal invertebrates,34.812204
1957,Dicentrarchus labrax,Large demersals (>=90 cm),67.450806
1957,Dicentrarchus labrax,Large demersals (>=90 cm),28.35427255
1957,Conger conger,Large demersals (>=90 cm),674.50806
1957,Conger conger,Large demersals (>=90 cm),0.201266209
1957,Pomatomus saltatrix,Large pelagics (>=90 cm),5.798130546
1957,Dicentrarchus punctatus,Medium pelagics (30 - 89 cm),9.781399091
1957,Argyrosomus regius,Large benthopelagics (>=90 cm),67.450806
1957,Argyrosomus regius,Large benthopelagics (>=90 cm),48.20660753
1957,Lichia amia,Large pelagics (>=90 cm),0.035585529
1957,Seriola dumerili,Large reef assoc. fish (>=90 cm),0.907431
1957,Sparus aurata,Medium demersals (30 - 89 cm),23.40782619
1957,Mullus surmuletus,Medium demersals (30 - 89 cm),944.311284
1957,Sciaena umbra,Medium demersals (30 - 89 cm),0.053378294
1957,Muraena helena,Large reef assoc. fish (>=90 cm),0.27185958
1957,Chelon auratus,Medium pelagics (30 - 89 cm),0.3240825
1957,Diplodus puntazzo,Medium benthopelagics (30 - 89 cm),0.265158409
1957,Diplodus vulgaris,Medium benthopelagics (30 - 89 cm),67.450806
1957,Diplodus vulgaris,Medium benthopelagics (30 - 89 cm),149.9142099
1957,Pagrus pagrus,Medium benthopelagics (30 - 89 cm),0.450203162
1957,Balistes capriscus,Medium benthopelagics (30 - 89 cm),1.549819128
1957,Chamelea gallina,Other demersal invertebrates,591.807468
1957,Callista chione,Other demersal invertebrates,365.528142
1957,Acanthocardia tuberculata,Other demersal invertebrates,487.370856
1958,Miscellaneous aquatic invertebrates,Other demersal invertebrates,66.995064
1958,Elasmobranchii,Large sharks (>=90 cm),267.980256
1958,Bivalvia,Other demersal invertebrates,267.980256
1958,Pteriomorphia,Other demersal invertebrates,242.276832
1958,Scombroidea,Large pelagics (>=90 cm),1004.92596
1958,Mugilidae,Medium reef assoc. fish (30 - 89 cm),1.683545455
1958,Soleidae,Small to medium flatfishes (<90 cm),66.995064
1958,Palinuridae,"Lobsters, crabs",1004.92596
1958,Epinephelus,Medium reef assoc. fish (30 - 89 cm),535.960512
1958,Epinephelus,Medium reef assoc. fish (30 - 89 cm),0.134683636
1958,Pagellus,Medium benthopelagics (30 - 89 cm),66.995064
1958,Torpedo,Small to medium rays (<90 cm),0.336709091
1958,Loligo,Cephalopods,66.995064
1958,Sepia,Cephalopods,334.97532
1958,Donax,Other demersal invertebrates,34.610976
1958,Dicentrarchus labrax,Large demersals (>=90 cm),66.995064
1958,Dicentrarchus labrax,Large demersals (>=90 cm),32.40488291
1958,Conger conger,Large demersals (>=90 cm),669.95064
1958,Conger conger,Large demersals (>=90 cm),0.230018524
1958,Pomatomus saltatrix,Large pelagics (>=90 cm),6.626434909
1958,Dicentrarchus punctatus,Medium pelagics (30 - 89 cm),11.17874182
1958,Argyrosomus regius,Large benthopelagics (>=90 cm),66.995064
1958,Argyrosomus regius,Large benthopelagics (>=90 cm),55.09326575
1958,Lichia amia,Large pelagics (>=90 cm),0.040669177
1958,Seriola dumerili,Large reef assoc. fish (>=90 cm),1.037064
1958,Sparus aurata,Medium demersals (30 - 89 cm),26.75180136
1958,Mullus surmuletus,Medium demersals (30 - 89 cm),937.930896
1958,Sciaena umbra,Medium demersals (30 - 89 cm),0.061003765
1958,Muraena helena,Large reef assoc. fish (>=90 cm),0.310696663
1958,Chelon auratus,Medium pelagics (30 - 89 cm),0.37038
1958,Diplodus puntazzo,Medium benthopelagics (30 - 89 cm),0.303038182
1958,Diplodus vulgaris,Medium benthopelagics (30 - 89 cm),66.995064
1958,Diplodus vulgaris,Medium benthopelagics (30 - 89 cm),171.3305256
1958,Pagrus pagrus,Medium benthopelagics (30 - 89 cm),0.514517899
1958,Balistes capriscus,Medium benthopelagics (30 - 89 cm),1.771221861
1958,Chamelea gallina,Other demersal invertebrates,588.386592
1958,Callista chione,Other demersal invertebrates,363.415248
1958,Acanthocardia tuberculata,Other demersal invertebrates,484.553664
1959,Miscellaneous aquatic invertebrates,Other demersal invertebrates,66.539322
1959,Elasmobranchii,Large sharks (>=90 cm),266.157288
1959,Bivalvia,Other demersal invertebrates,266.157288
1959,Pteriomorphia,Other demersal invertebrates,240.868236
1959,Scombroidea,Large pelagics (>=90 cm),998.08983
1959,Mugilidae,Medium reef assoc. fish (30 - 89 cm),1.893988636
1959,Soleidae,Small to medium flatfishes (<90 cm),66.539322
1959,Palinuridae,"Lobsters, crabs",998.08983
1959,Epinephelus,Medium reef assoc. fish (30 - 89 cm),532.314576
1959,Epinephelus,Medium reef assoc. fish (30 - 89 cm),0.151519091
1959,Pagellus,Medium benthopelagics (30 - 89 cm),66.539322
1959,Torpedo,Small to medium rays (<90 cm),0.378797727
1959,Loligo,Cephalopods,66.539322
1959,Sepia,Cephalopods,332.69661
1959,Donax,Other demersal invertebrates,34.409748
1959,Dicentrarchus labrax,Large demersals (>=90 cm),66.539322
1959,Dicentrarchus labrax,Large demersals (>=90 cm),36.45549327
1959,Conger conger,Large demersals (>=90 cm),665.39322
1959,Conger conger,Large demersals (>=90 cm),0.25877084
1959,Pomatomus saltatrix,Large pelagics (>=90 cm),7.454739273
1959,Dicentrarchus punctatus,Medium pelagics (30 - 89 cm),12.57608455
1959,Argyrosomus regius,Large benthopelagics (>=90 cm),66.539322
1959,Argyrosomus regius,Large benthopelagics (>=90 cm),61.97992397
1959,Lichia amia,Large pelagics (>=90 cm),0.045752824
1959,Seriola dumerili,Large reef assoc. fish (>=90 cm),1.166697
1959,Sparus aurata,Medium demersals (30 - 89 cm),30.09577653
1959,Mullus surmuletus,Medium demersals (30 - 89 cm),931.550508
1959,Sciaena umbra,Medium demersals (30 - 89 cm),0.068629235
1959,Muraena helena,Large reef assoc. fish (>=90 cm),0.349533746
1959,Chelon auratus,Medium pelagics (30 - 89 cm),0.4166775
1959,Diplodus puntazzo,Medium benthopelagics (30 - 89 cm),0.340917955
1959,Diplodus vulgaris,Medium benthopelagics (30 - 89 cm),66.539322
1959,Diplodus vulgaris,Medium benthopelagics (30 - 89 cm),192.7468414
1959,Pagrus pagrus,Medium benthopelagics (30 - 89 cm),0.578832637
1959,Balistes capriscus,Medium benthopelagics (30 - 89 cm),1.992624594
1959,Chamelea gallina,Other demersal invertebrates,584.965716
1959,Callista chione,Other demersal invertebrates,361.302354
1959,Acanthocardia tuberculata,Other demersal invertebrates,481.736472
1960,Miscellaneous aquatic invertebrates,Other demersal invertebrates,66.08358
1960,Elasmobranchii,Large sharks (>=90 cm),264.33432
1960,Bivalvia,Other demersal invertebrates,264.33432
1960,Pteriomorphia,Other demersal invertebrates,239.45964
1960,Scombroidea,Large pelagics (>=90 cm),991.2537
1960,Mugilidae,Medium reef assoc. fish (30 - 89 cm),2.104431818
1960,Soleidae,Small to medium flatfishes (<90 cm),66.08358
1960,Palinuridae,"Lobsters, crabs",991.2537
1960,Epinephelus,Medium reef assoc. fish (30 - 89 cm),528.66864
1960,Epinephelus,Medium reef assoc. fish (30 - 89 cm),0.168354546
1960,Pagellus,Medium benthopelagics (30 - 89 cm),66.08358
1960,Torpedo,Small to medium rays (<90 cm),0.420886364
1960,Loligo,Cephalopods,66.08358
1960,Sepia,Cephalopods,330.4179
1960,Donax,Other demersal invertebrates,34.20852
1960,Dicentrarchus labrax,Large demersals (>=90 cm),66.08358
1960,Dicentrarchus labrax,Large demersals (>=90 cm),40.50610364
1960,Conger conger,Large demersals (>=90 cm),660.8358
1960,Conger conger,Large demersals (>=90 cm),0.287523155
1960,Pomatomus saltatrix,Large pelagics (>=90 cm),8.283043636
1960,Dicentrarchus punctatus,Medium pelagics (30 - 89 cm),13.97342727
1960,Argyrosomus regius,Large benthopelagics (>=90 cm),66.08358
1960,Argyrosomus regius,Large benthopelagics (>=90 cm),68.86658219
1960,Lichia amia,Large pelagics (>=90 cm),0.050836471
1960,Seriola dumerili,Large reef assoc. fish (>=90 cm),1.29633
1960,Sparus aurata,Medium demersals (30 - 89 cm),33.4397517
1960,Mullus surmuletus,Medium demersals (30 - 89 cm),925.17012
1960,Sciaena umbra,Medium demersals (30 - 89 cm),0.076254706
1960,Muraena helena,Large reef assoc. fish (>=90 cm),0.388370829
1960,Chelon auratus,Medium pelagics (30 - 89 cm),0.462975
1960,Diplodus puntazzo,Medium benthopelagics (30 - 89 cm),0.378797727
1960,Diplodus vulgaris,Medium benthopelagics (30 - 89 cm),66.08358
1960,Diplodus vulgaris,Medium benthopelagics (30 - 89 cm),214.1631571
1960,Pagrus pagrus,Medium benthopelagics (30 - 89 cm),0.643147374
1960,Balistes capriscus,Medium benthopelagics (30 - 89 cm),2.214027326
1960,Chamelea gallina,Other demersal invertebrates,581.54484
1960,Callista chione,Other demersal invertebrates,359.18946
1960,Acanthocardia tuberculata,Other demersal invertebrates,478.91928
1961,Miscellaneous aquatic invertebrates,Other demersal invertebrates,65.627838
1961,Elasmobranchii,Large sharks (>=90 cm),262.511352
1961,Bivalvia,Other demersal invertebrates,262.511352
1961,Pteriomorphia,Other demersal invertebrates,238.051044
1961,Scombroidea,Large pelagics (>=90 cm),984.41757
1961,Mugilidae,Medium reef assoc. fish (30 - 89 cm),2.314875
1961,Soleidae,Small to medium flatfishes (<90 cm),65.627838
1961,Palinuridae,"Lobsters, crabs",984.41757
1961,Epinephelus,Medium reef assoc. fish (30 - 89 cm),525.022704
1961,Epinephelus,Medium reef assoc. fish (30 - 89 cm),0.18519
1961,Pagellus,Medium benthopelagics (30 - 89 cm),65.627838
1961,Torpedo,Small to medium rays (<90 cm),0.462975
1961,Loligo,Cephalopods,65.627838
1961,Sepia,Cephalopods,328.13919
1961,Donax,Other demersal invertebrates,34.007292
1961,Dicentrarchus labrax,Large demersals (>=90 cm),65.627838
1961,Dicentrarchus labrax,Large demersals (>=90 cm),44.556714
1961,Conger conger,Large demersals (>=90 cm),656.27838
1961,Conger conger,Large demersals (>=90 cm),0.316275471
